"Date","Price","Open","High","Low","Vol.","Change %"
"05/07/2021","89.56","90.66","91.00","88.53","","-1.38%"
"05/06/2021","90.81","87.66","90.87","87.51","","3.83%"
"05/05/2021","87.46","86.94","87.93","86.82","","0.15%"
"05/04/2021","87.33","88.00","88.28","86.37","","-0.80%"
"05/03/2021","88.03","88.66","89.16","87.52","","-0.35%"
"04/30/2021","88.34","87.05","88.48","86.30","","2.06%"
"04/29/2021","86.56","89.76","90.27","86.10","","-3.25%"
"04/28/2021","89.47","91.09","91.12","88.66","","-2.08%"
"04/27/2021","91.37","89.32","91.66","88.77","","2.43%"
"04/26/2021","89.20","88.92","89.65","87.60","","0.43%"
"04/23/2021","88.82","86.01","89.04","85.88","","3.35%"
"04/22/2021","85.94","86.34","87.20","85.60","","-0.28%"
"04/21/2021","86.18","85.25","86.33","84.87","","1.21%"
"04/20/2021","85.15","84.87","86.03","84.75","","0.52%"
"04/19/2021","84.71","85.06","86.45","84.55","","1.33%"
"04/16/2021","83.60","84.78","85.09","83.59","","-1.52%"
"04/15/2021","84.89","84.33","85.22","83.46","","0.80%"
"04/14/2021","84.22","81.96","84.31","81.43","","3.13%"
"04/13/2021","81.66","80.19","81.93","79.90","","1.96%"
"04/12/2021","80.09","82.52","82.52","80.03","","-2.72%"
"04/09/2021","82.33","81.63","83.39","81.30","","0.91%"
"04/08/2021","81.59","79.75","81.93","79.70","","2.12%"
"04/07/2021","79.90","79.27","80.65","78.85","","0.95%"
"04/06/2021","79.15","77.92","80.88","77.75","","1.89%"
"04/05/2021","77.68","79.05","79.54","77.68","","-0.19%"
"04/01/2021","77.83","80.81","81.49","77.78","","-3.64%"
"03/31/2021","80.77","80.66","81.37","78.60","","0.15%"
"03/30/2021","80.65","80.32","81.18","79.94","","0.26%"
"03/29/2021","80.44","80.74","80.85","79.95","","0.10%"
"03/26/2021","80.36","78.20","81.12","77.17","","2.45%"
"03/25/2021","78.44","82.39","82.76","78.44","","-4.72%"
"03/24/2021","82.33","83.59","83.61","81.91","","-1.40%"
"03/23/2021","83.50","84.54","84.83","83.35","","-1.28%"
"03/22/2021","84.58","84.81","85.15","84.16","","-0.31%"
"03/19/2021","84.84","85.68","85.69","83.64","","-0.78%"
"03/18/2021","85.51","86.59","87.36","85.35","","-1.33%"
